task_name,model,method,tuning_tag,rank_within_method,BUS,BUS_Lite,MYTOFU_Mem,MYTOFU_Utility,MYTOFU_Utility_Lite,extraction_strength,exact_memorization,forget_Q_A_PARA_Prob,forget_truth_ratio,forget_Q_A_Prob,forget_Q_A_ROUGE,forget_Q_A_PERT_Prob,retain_Q_A_Prob,retain_Q_A_ROUGE,retain_truth_ratio,retain_Q_A_PARA_Prob,retain_Q_A_PERT_Prob,source_file
mytofu_Llama-3.2-1B-Instruct_DPO_paper_b0p2_a1_g1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,DPO,paper_b0p2_a1_g1_lr5em6_e3,5,0.20635164665416966,0.20534145994387848,0.12012227370196608,0.7313457517624025,0.7067020383789834,0.7045371085383865,0.9633066102862358,0.15439775811391881,0.3240635416391142,0.8509619317948818,0.6203656175695649,0.30881155729293824,0.8440935555224617,0.6077755565349496,0.7861759145615427,0.16526812262503274,0.1812862594262697,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_DPO_paper_b0p2_a1_g1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_DPO_paper_b0p5_a1_g1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,DPO,paper_b0p5_a1_g1_lr5em6_e3,6,0.20635164665416966,0.20534145994387848,0.12012227370196608,0.7313457517624025,0.7067020383789834,0.7045371085383865,0.9633066102862358,0.15439775811391881,0.3240635416391142,0.8509619317948818,0.6203656175695649,0.30881155729293824,0.8440935555224617,0.6077755565349496,0.7861759145615427,0.16526812262503274,0.1812862594262697,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_DPO_paper_b0p5_a1_g1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_GradAscent_paper_lr2em6_e1_from_full_e10,Llama-3.2-1B-Instruct,GradAscent,paper_lr2em6_e1,1,0.05416836019850592,0.05419849748494521,0.028141322471616062,0.720985806621904,0.7318183697302232,0.9205801928581163,0.9920720681548119,0.07551971713546664,0.5708933955033093,0.9554248943924903,0.47733125102881296,0.07077933899126947,0.9818348565271923,0.5832885501501278,0.7002550957504747,0.2814209685386491,0.2904907844860905,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_GradAscent_paper_lr2em6_e1_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_GradAscent_paper_lr5em6_e1_from_full_e10,Llama-3.2-1B-Instruct,GradAscent,paper_lr5em6_e1,2,0.05415591314814074,0.05418452339933623,0.028137619739519594,0.719010785924053,0.7292350836055349,0.9205801928581163,0.9920720681548119,0.07671768022701145,0.5740556298470182,0.95236846357584,0.4667238044668722,0.07148943492211401,0.9818043016961643,0.5800238992127285,0.6993988335294142,0.28457399701250585,0.2912891605702628,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_GradAscent_paper_lr5em6_e1_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_GradAscent_paper_lr1em6_e1_from_full_e10,Llama-3.2-1B-Instruct,GradAscent,paper_lr1em6_e1,3,0.05414853431723276,0.05416986109137935,0.028140278769094192,0.7146989937294426,0.7222047463523483,0.9205801928581163,0.9920720681548119,0.07612182488664984,0.5717326660955413,0.9554429620504379,0.4849648294601855,0.07142208493314683,0.9817580570067678,0.5711945826097317,0.7001459942936766,0.2816586039012431,0.2905645219742187,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_GradAscent_paper_lr1em6_e1_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_GradAscent_paper_lr1em6_e2_from_full_e10,Llama-3.2-1B-Instruct,GradAscent,paper_lr1em6_e2,4,0.05414691599459771,0.05417103609128687,0.028136840906148698,0.7163568025305409,0.7248971184214762,0.9205801928581163,0.9920720681548119,0.07584386288654059,0.574953450575741,0.9553019404411316,0.485457556375513,0.07112630726769567,0.9818081170320511,0.5745530733253653,0.6998659754604448,0.282091746559932,0.2908363256204341,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_GradAscent_paper_lr1em6_e2_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_GradDiff_paper_none_a0p5_g1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,GradDiff,paper_none_a0p5_g1_lr5em6_e3,1,0.10407685908718012,0.10421133351780812,0.05612449140637915,0.7147787991949549,0.7276764484041587,0.8495167806837202,0.9836586326360702,0.09056013990193605,0.5709824368658936,0.9174094632267952,0.43739605801741527,0.0770720714237541,0.9806845526610102,0.57844313839723,0.6903081637582067,0.3070605982178157,0.29978877909681095,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_GradDiff_paper_none_a0p5_g1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_GradDiff_paper_none_a1_g1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,GradDiff,paper_none_a1_g1_lr5em6_e3,2,0.10406660326762857,0.10418581535997831,0.056126388543737166,0.7135058133344061,0.7248792979528975,0.8495167806837202,0.9836586326360702,0.08871086165308953,0.5709497384582569,0.9205993711948395,0.45910858381720876,0.07658229130320252,0.9809519806078502,0.5748242570628984,0.6917969789894994,0.30298364744022754,0.29842619471850673,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_GradDiff_paper_none_a1_g1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_GradDiff_paper_none_a1_g0p5_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,GradDiff,paper_none_a1_g0p5_lr5em6_e3,3,0.09347049446869582,0.09354453211609469,0.05001548508403317,0.7125965152717234,0.7213011383533139,0.8671093732763129,0.9855104848742485,0.08329112944193184,0.5733725660731326,0.9283738106489181,0.45784508192522394,0.07443655184470117,0.9813804713743074,0.5701923241121725,0.6958026967341513,0.2936356913614353,0.29463252012750935,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_GradDiff_paper_none_a1_g0p5_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_GradDiff_paper_none_a2_g1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,GradDiff,paper_none_a2_g1_lr5em6_e3,4,0.09347049446869582,0.09354453211609469,0.05001548508403317,0.7125965152717234,0.7213011383533139,0.8671093732763129,0.9855104848742485,0.08329112944193184,0.5733725660731326,0.9283738106489181,0.45784508192522394,0.07443655184470117,0.9813804713743074,0.5701923241121725,0.6958026967341513,0.2936356913614353,0.29463252012750935,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_GradDiff_paper_none_a2_g1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_GradDiff_pcgrad_paper_a1_g1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,GradDiff_pcgrad,paper_a1_g1_lr5em6_e3,1,0.10407710028891604,0.10419860386161063,0.05612544048969185,0.7146476422370275,0.7262781017850984,0.8495167806837202,0.9836586326360702,0.08778621056117117,0.57137567996696,0.9209207534790039,0.45821526987281125,0.07575168586336076,0.9810306297881263,0.5765583218249134,0.6924695293900408,0.3011010203211169,0.2977978421208848,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_GradDiff_pcgrad_paper_a1_g1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_GradDiff_sago_paper_a1_g1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,GradDiff_sago,paper_a1_g1_lr5em6_e3,1,0.08878495937639008,0.08885301830178027,0.0473223015945804,0.7170245767353929,0.7260066823551942,0.8798661300330697,0.9862602338194847,0.07846017279662192,0.5719384545882267,0.9409628570079803,0.4568067200892615,0.0723668450023979,0.9820436515978405,0.5758673881354508,0.6997110217679093,0.2826714429580274,0.2911113637233419,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_GradDiff_sago_paper_a1_g1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_NPO_paper_b0p1_a2_g1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,NPO,paper_b0p1_a2_g1_lr5em6_e3,1,0.1040741933845627,0.10422360395638919,0.0561161568653064,0.7158810502747734,0.7302834381023989,0.8495167806837202,0.9836586326360702,0.09249622654169798,0.5724936055898234,0.9156760305166245,0.4313688907402479,0.07757302927784622,0.9802048640591757,0.581913730305322,0.688715837226697,0.310320002093379,0.3011861114862508,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_NPO_paper_b0p1_a2_g1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_NPO_paper_b0p1_a1_g1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,NPO,paper_b0p1_a1_g1_lr5em6_e3,2,0.10406584624854563,0.10421020596224466,0.05611597030675242,0.7151222698440624,0.7290015286804812,0.8495167806837202,0.9836586326360702,0.09192411927506328,0.5726637273375015,0.915830659866333,0.42528505133404015,0.07731582983396948,0.9802869922348432,0.5802587679884806,0.6888910565798801,0.30943129921132434,0.3009978716793869,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_NPO_paper_b0p1_a1_g1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_NPO_paper_b0p5_a1_g1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,NPO,paper_b0p5_a1_g1_lr5em6_e3,3,0.1040547253382494,0.1042045286910384,0.056105540944409935,0.7157664843031117,0.7302082814722292,0.8495167806837202,0.9836586326360702,0.09187987712211906,0.5750795099219882,0.9161027401685715,0.43276312150947877,0.07744237063452601,0.9801901698112487,0.5818234731246145,0.6885314295853382,0.31050620397685896,0.30131983266079,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_NPO_paper_b0p5_a1_g1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_NPO_paper_b0p05_a1_g1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,NPO,paper_b0p05_a1_g1_lr5em6_e3,4,0.1040468953051145,0.10419019073826634,0.05610527487305468,0.7150694217858148,0.7288475845944119,0.8495167806837202,0.9836586326360702,0.09155169888399542,0.5752123413295646,0.9153334572911263,0.4276339075431904,0.07719415719620884,0.980237384566239,0.5800810984358112,0.6890189406082172,0.3093100286421499,0.3008698760664889,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_NPO_paper_b0p05_a1_g1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_NPO_paper_b0p1_a0p5_g1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,NPO,paper_b0p1_a0p5_g1_lr5em6_e3,5,0.10403611857285583,0.10417538735214642,0.05610732807986138,0.7137203411886165,0.7270564992807663,0.8495167806837202,0.9836586326360702,0.09233325105160475,0.5745695642810855,0.9158042952418327,0.4341397554964068,0.0774194572120905,0.9800728163548879,0.5778725086301716,0.6884638109661346,0.3106092800951696,0.3012967632285186,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_NPO_paper_b0p1_a0p5_g1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_NPO_paper_b0p2_a1_g1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,NPO,paper_b0p2_a1_g1_lr5em6_e3,6,0.1040203742942512,0.10415748956782366,0.056099930687540704,0.7134354184232342,0.7265553104707241,0.8495167806837202,0.9836586326360702,0.09158931276760995,0.5764261552930561,0.9161821126937866,0.43276312150947865,0.07724502887576819,0.9801675590021269,0.5772066788544588,0.6885675739323808,0.3101497757215319,0.3012781547315951,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_NPO_paper_b0p2_a1_g1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_NPO_pcgrad_paper_b0p1_a1_g1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,NPO_pcgrad,paper_b0p1_a1_g1_lr5em6_e3,1,0.10405288019530703,0.10419711773670155,0.05610967391423299,0.7149202617162685,0.7287831727752627,0.8495167806837202,0.9836586326360702,0.09183407370001077,0.5741392746365098,0.916239681839943,0.42816753327418466,0.07764448625966906,0.9802595293947629,0.5799917483018181,0.6887186538851708,0.30962302405719777,0.3011827531170898,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_NPO_pcgrad_paper_b0p1_a1_g1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_NPO_sago_paper_b0p1_a1_g1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,NPO_sago,paper_b0p1_a1_g1_lr5em6_e3,1,0.09936965812451318,0.09948464185640667,0.05336818296133006,0.7198844098211463,0.732145145061776,0.8495167806837202,0.9845845595002174,0.08287092340178788,0.5736302453896733,0.9306849434971809,0.48217689267982883,0.07358327433466912,0.9816798972232001,0.5837586249610821,0.6965549488105275,0.2916416879227784,0.29397373929885884,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_NPO_sago_paper_b0p1_a1_g1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_PDU_paper_eps0p05_a1_g1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,PDU,paper_eps0p05_a1_g1_lr5em6_e3,1,0.1522848450562248,0.1517997854077796,0.08513588290595771,0.7207962337276047,0.6996330914649896,0.7753057390872751,0.9745870210230351,0.24996073697693647,0.45945573742477547,0.9110225796699524,0.5416822651033177,0.3504645221401006,0.9869682031373183,0.5418769668991686,0.7672108245265475,0.255583681697802,0.23007333900701876,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_PDU_paper_eps0p05_a1_g1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_PDU_paper_eps0p1_a1_g1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,PDU,paper_eps0p1_a1_g1_lr5em6_e3,2,0.1522848450562248,0.1517997854077796,0.08513588290595771,0.7207962337276047,0.6996330914649896,0.7753057390872751,0.9745870210230351,0.24996073697693647,0.45945573742477547,0.9110225796699524,0.5416822651033177,0.3504645221401006,0.9869682031373183,0.5418769668991686,0.7672108245265475,0.255583681697802,0.23007333900701876,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_PDU_paper_eps0p1_a1_g1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_PDU_paper_eps0p2_a1_g1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,PDU,paper_eps0p2_a1_g1_lr5em6_e3,3,0.1522848450562248,0.1517997854077796,0.08513588290595771,0.7207962337276047,0.6996330914649896,0.7753057390872751,0.9745870210230351,0.24996073697693647,0.45945573742477547,0.9110225796699524,0.5416822651033177,0.3504645221401006,0.9869682031373183,0.5418769668991686,0.7672108245265475,0.255583681697802,0.23007333900701876,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_PDU_paper_eps0p2_a1_g1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_PDU_paper_eps0p5_a1_g1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,PDU,paper_eps0p5_a1_g1_lr5em6_e3,4,0.1522848450562248,0.1517997854077796,0.08513588290595771,0.7207962337276047,0.6996330914649896,0.7753057390872751,0.9745870210230351,0.24996073697693647,0.45945573742477547,0.9110225796699524,0.5416822651033177,0.3504645221401006,0.9869682031373183,0.5418769668991686,0.7672108245265475,0.255583681697802,0.23007333900701876,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_PDU_paper_eps0p5_a1_g1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_RMU_paper_sc2_a0p5_g1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,RMU,paper_sc2_a0p5_g1_lr5em6_e3,1,0.15175666179906055,0.15153853720417235,0.08457589426296502,0.7378477652705046,0.7276627730572495,0.7784307390872751,0.9746911875903607,0.26425832115346565,0.47655949297637773,0.9083399210125208,0.5758798730509257,0.3550423361826688,0.9850014306604862,0.5769345119511402,0.7590977309555675,0.27260076159921787,0.2372477684286423,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_RMU_paper_sc2_a0p5_g1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_RMU_paper_sc2_a2_g1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,RMU,paper_sc2_a2_g1_lr5em6_e3,2,0.14981628614725667,0.149634915565873,0.0833268354908947,0.7414285028424191,0.7326390025789092,0.7788771676587036,0.9751376159489155,0.2619692561158445,0.47506791603580834,0.9066690940409898,0.5702271923982452,0.352390506118536,0.9851564094424248,0.5831617342866249,0.7596557453183149,0.2706244385956476,0.23676461069844662,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_RMU_paper_sc2_a2_g1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_RMU_paper_sc10_a1_g1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,RMU,paper_sc10_a1_g1_lr5em6_e3,3,0.14647808505335988,0.1463032992954208,0.08126957822452668,0.7411841899049656,0.7323301328710745,0.7784307390872751,0.9758699156343937,0.26316780917695726,0.4754630812369077,0.9074041217565536,0.5716090397175924,0.3537313430570066,0.9850647355119387,0.5828025322106077,0.7595505064117717,0.27164718561495343,0.23685673222644255,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_RMU_paper_sc10_a1_g1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_RMU_paper_sc1_a1_g1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,RMU,paper_sc1_a1_g1_lr5em6_e3,4,0.14647808505335988,0.1463032992954208,0.08126957822452668,0.7411841899049656,0.7323301328710745,0.7784307390872751,0.9758699156343937,0.26316780917695726,0.4754630812369077,0.9074041217565536,0.5716090397175924,0.3537313430570066,0.9850647355119387,0.5828025322106077,0.7595505064117717,0.27164718561495343,0.23685673222644255,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_RMU_paper_sc1_a1_g1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_RMU_paper_sc20_a1_g1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,RMU,paper_sc20_a1_g1_lr5em6_e3,5,0.14647808505335988,0.1463032992954208,0.08126957822452668,0.7411841899049656,0.7323301328710745,0.7784307390872751,0.9758699156343937,0.26316780917695726,0.4754630812369077,0.9074041217565536,0.5716090397175924,0.3537313430570066,0.9850647355119387,0.5828025322106077,0.7595505064117717,0.27164718561495343,0.23685673222644255,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_RMU_paper_sc20_a1_g1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_RMU_paper_sc2_a1_g1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,RMU,paper_sc2_a1_g1_lr5em6_e3,6,0.14647808505335988,0.1463032992954208,0.08126957822452668,0.7411841899049656,0.7323301328710745,0.7784307390872751,0.9758699156343937,0.26316780917695726,0.4754630812369077,0.9074041217565536,0.5716090397175924,0.3537313430570066,0.9850647355119387,0.5828025322106077,0.7595505064117717,0.27164718561495343,0.23685673222644255,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_RMU_paper_sc2_a1_g1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
